NFT ID,Rarity Score,Rank
1,16903.01,11
2,15662.05,13
3,31183.23,2
4,26009.58,6
5,29268.72,3
6,24675.87,8
7,24088.33,9
8,16310.28,12
9,31843.19,1
10,26033.72,5
11,25416.94,7
12,27978.25,4
13,187.3,1731
14,671.63,112
15,82.12,7730
16,219.69,1122
17,139.21,3893
18,171.45,2307
19,176.84,2071
20,185.1,1798
21,107.3,5852
22,87.54,7378
23,152.27,3225
24,228.35,1034
25,209.98,1236
26,129.29,4356
27,116.11,4936
28,87.44,7386
29,211.35,1216
30,183.11,1864
31,104.59,6095
32,175.1,2136
33,109.06,5656
34,202.28,1337
35,215.12,1179
36,94.52,6469
37,178.86,2009
38,82.58,7717
39,109.78,5575
40,89.15,7215
41,109.98,5562
42,170.1,2370
43,86.63,7458
44,140.42,3822
45,112.94,5236
46,130.37,4312
47,87.55,7377
48,139.24,3885
49,116.33,4915
50,115.47,4993
51,124.71,4496
52,100.93,6250
53,140.26,3830
54,169.32,2393
55,118.7,4714
56,105.91,5984
57,88.23,7301
58,136.96,4008
59,113.54,5160
60,140.29,3828
61,122.65,4546
62,140.8,3792
63,85.04,7574
64,123.91,4516
65,197.96,1403
66,108.34,5733
67,169.63,2387
68,159.27,2963
69,88.87,7245
70,114.85,5054
71,106.31,5938
72,110.37,5511
73,190.38,1628
74,90.49,7011
75,169.82,2377
76,134.06,4150
77,103.72,6156
78,109.84,5570
79,176.62,2082
80,83.9,7640
81,85.15,7568
82,89.29,7196
83,197.16,1423
84,106.21,5953
85,126.73,4445
86,104.5,6103
87,179.41,1985
88,93.44,6578
89,110.12,5547
90,132.35,4230
91,111.04,5433
92,139.24,3885
93,167.37,2494
94,190.21,1633
95,108.04,5769
96,172.6,2255
97,80.03,7757
98,195.89,1458
99,121.12,4599
100,206.67,1263
101,109.36,5617
102,174.19,2180
103,124.23,4508
104,209.03,1244
105,150.34,3321
106,119.28,4690
107,195.09,1487
108,156.12,3093
109,154.23,3159
110,106.88,5893
111,119.76,4671
112,173.81,2205
113,107.56,5822
114,200.87,1358
115,184.11,1834
116,102.93,6198
117,178.03,2030
118,210.17,1230
119,135.89,4049
120,179.12,1999
121,110.16,5544
122,112.63,5276
123,102.28,6209
124,224.06,1068
125,110.77,5480
126,109.05,5662
127,180.5,1950
128,154.19,3164
129,107.18,5867
130,141.41,3763
131,92.9,6621
132,142.64,3710
133,88.94,7234
134,173.99,2196
135,187.32,1730
136,127.4,4422
137,188.33,1684
138,94.63,6458
139,115.61,4980
140,101.87,6229
141,109.09,5654
142,167.15,2503
143,166.18,2559
144,145.73,3561
145,106.75,5904
146,106.12,5962
147,106.3,5939
148,160.62,2884
149,222.97,1082
150,118.05,4756
151,203.8,1314
152,106.84,5896
153,191,1616
154,106.72,5907
155,107.75,5803
156,169,2402
157,86.04,7510
158,117.76,4778
159,105.89,5987
160,131.59,4262
161,117.31,4838
162,117.1,4854
163,107.51,5833
164,88.09,7311
165,113.44,5175
166,105.22,6050
167,101.76,6231
168,82.55,7718
169,102.83,6201
170,153.9,3176
171,203.77,1315
172,171.84,2291
173,92.51,6668
174,129.62,4340
175,164.84,2648
176,88.92,7235
177,181.77,1912
178,119.32,4686
179,119.96,4662
180,161.96,2819
181,131.63,4251
182,84.96,7578
183,83.5,7675
184,141.12,3779
185,87.11,7420
186,108.67,5705
187,165.12,2621
188,111.19,5411
189,114.29,5094
190,86.39,7482
191,135.28,4082
192,117,4860
193,126.97,4436
194,196.06,1449
195,85.23,7561
196,168.62,2416
197,149.63,3352
198,90.33,7035
199,159.09,2974
200,204.09,1309
201,167.68,2475
202,218.04,1142
203,137.28,3992
204,105.69,6013
205,107.45,5840
206,147.95,3445
207,175.6,2112
208,105.71,6010
209,135.52,4066
210,117.61,4799
211,134.12,4144
212,120.59,4620
213,173.36,2230
214,121.64,4572
215,110.09,5548
216,88.43,7283
217,204.44,1304
218,88.36,7289
219,166.65,2533
220,188.04,1697
221,209.56,1240
222,123.67,4519
223,105.73,6007
224,88.36,7289
225,84.12,7622
